"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","31.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1933-02","ISO_DATE"
"National Centers for Environmental Information","71.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1933-06","ISO_DATE"
"National Centers for Environmental Information","51.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1933-10","ISO_DATE"
"National Centers for Environmental Information","38.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1947-11","ISO_DATE"
"National Centers for Environmental Information","55.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1954-04","ISO_DATE"
"National Centers for Environmental Information","66.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1978-09","ISO_DATE"
"National Centers for Environmental Information","62.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1937-09","ISO_DATE"
"National Centers for Environmental Information","48.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1946-03","ISO_DATE"
"National Centers for Environmental Information","41.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2003-03","ISO_DATE"
"National Centers for Environmental Information","38.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1972-11","ISO_DATE"
"National Centers for Environmental Information","72.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1922-07","ISO_DATE"
"National Centers for Environmental Information","24.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1980-02","ISO_DATE"
"National Centers for Environmental Information","73.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1980-07","ISO_DATE"
"National Centers for Environmental Information","61.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1972-05","ISO_DATE"
"National Centers for Environmental Information","72.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1928-07","ISO_DATE"
"National Centers for Environmental Information","53.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1922-10","ISO_DATE"
"National Centers for Environmental Information","71.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1939-06","ISO_DATE"
"National Centers for Environmental Information","29.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1988-02","ISO_DATE"
"National Centers for Environmental Information","38.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2018-11","ISO_DATE"
"National Centers for Environmental Information","26.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2010-01","ISO_DATE"
"National Centers for Environmental Information","25.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2010-12","ISO_DATE"
"National Centers for Environmental Information","50.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1964-04","ISO_DATE"
"National Centers for Environmental Information","65.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2008-09","ISO_DATE"
"National Centers for Environmental Information","33.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1993-01","ISO_DATE"
"National Centers for Environmental Information","34.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1948-12","ISO_DATE"
"National Centers for Environmental Information","34.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1914-03","ISO_DATE"
"National Centers for Environmental Information","55.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1935-05","ISO_DATE"
"National Centers for Environmental Information","36.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1927-02","ISO_DATE"
"National Centers for Environmental Information","72.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1964-07","ISO_DATE"
"National Centers for Environmental Information","63.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1964-09","ISO_DATE"
"National Centers for Environmental Information","74.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1911-07","ISO_DATE"
"National Centers for Environmental Information","52.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1905-10","ISO_DATE"
"National Centers for Environmental Information","40.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1897-03","ISO_DATE"
"National Centers for Environmental Information","55.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1921-04","ISO_DATE"
"National Centers for Environmental Information","43.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1935-11","ISO_DATE"
"National Centers for Environmental Information","72.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1903-07","ISO_DATE"
"National Centers for Environmental Information","70.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2016-06","ISO_DATE"
"National Centers for Environmental Information","25.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1967-02","ISO_DATE"
"National Centers for Environmental Information","72.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1912-07","ISO_DATE"
"National Centers for Environmental Information","71.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1977-08","ISO_DATE"
"National Centers for Environmental Information","63.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1975-05","ISO_DATE"
"National Centers for Environmental Information","52.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1969-10","ISO_DATE"
"National Centers for Environmental Information","32.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1915-03","ISO_DATE"
"National Centers for Environmental Information","69.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1962-06","ISO_DATE"
"National Centers for Environmental Information","51.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1994-10","ISO_DATE"
"National Centers for Environmental Information","44.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1929-03","ISO_DATE"
"National Centers for Environmental Information","25.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1929-01","ISO_DATE"
"National Centers for Environmental Information","51.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1929-04","ISO_DATE"
"National Centers for Environmental Information","59.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1962-09","ISO_DATE"
"National Centers for Environmental Information","33.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1951-12","ISO_DATE"
"National Centers for Environmental Information","50.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2009-10","ISO_DATE"
"National Centers for Environmental Information","61.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1984-09","ISO_DATE"
"National Centers for Environmental Information","60.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1976-09","ISO_DATE"
"National Centers for Environmental Information","37.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1913-01","ISO_DATE"
"National Centers for Environmental Information","72.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1998-08","ISO_DATE"
"National Centers for Environmental Information","69.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1934-08","ISO_DATE"
"National Centers for Environmental Information","47.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1973-03","ISO_DATE"
"National Centers for Environmental Information","35.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2005-03","ISO_DATE"
"National Centers for Environmental Information","52.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2005-04","ISO_DATE"
"National Centers for Environmental Information","44.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2005-11","ISO_DATE"
"National Centers for Environmental Information","27.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1941-01","ISO_DATE"
"National Centers for Environmental Information","26.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1958-01","ISO_DATE"
"National Centers for Environmental Information","36.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1990-01","ISO_DATE"
"National Centers for Environmental Information","65.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1902-06","ISO_DATE"
"National Centers for Environmental Information","66.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1973-09","ISO_DATE"
"National Centers for Environmental Information","64.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1957-09","ISO_DATE"
"National Centers for Environmental Information","65.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1926-06","ISO_DATE"
"National Centers for Environmental Information","49.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1957-10","ISO_DATE"
"National Centers for Environmental Information","55.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1918-10","ISO_DATE"
"National Centers for Environmental Information","69.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2013-08","ISO_DATE"
"National Centers for Environmental Information","61.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2013-05","ISO_DATE"
"National Centers for Environmental Information","68.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1896-06","ISO_DATE"
"National Centers for Environmental Information","67.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1917-06","ISO_DATE"
"National Centers for Environmental Information","51.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1940-10","ISO_DATE"
"National Centers for Environmental Information","58.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1940-05","ISO_DATE"
"National Centers for Environmental Information","37.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1933-11","ISO_DATE"
"National Centers for Environmental Information","73.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2020-08","ISO_DATE"
"National Centers for Environmental Information","62.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1930-05","ISO_DATE"
"National Centers for Environmental Information","64.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1907-06","ISO_DATE"
"National Centers for Environmental Information","29.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1930-12","ISO_DATE"
"National Centers for Environmental Information","29.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1954-01","ISO_DATE"
"National Centers for Environmental Information","20.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1978-01","ISO_DATE"
"National Centers for Environmental Information","69.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1906-06","ISO_DATE"
"National Centers for Environmental Information","32.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1907-01","ISO_DATE"
"National Centers for Environmental Information","48.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1972-04","ISO_DATE"
"National Centers for Environmental Information","46.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2003-11","ISO_DATE"
"National Centers for Environmental Information","52.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2002-04","ISO_DATE"
"National Centers for Environmental Information","30.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2002-12","ISO_DATE"
"National Centers for Environmental Information","75.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1898-07","ISO_DATE"
"National Centers for Environmental Information","66.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1946-08","ISO_DATE"
"National Centers for Environmental Information","53.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2019-04","ISO_DATE"
"National Centers for Environmental Information","35.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2018-12","ISO_DATE"
"National Centers for Environmental Information","25.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2018-01","ISO_DATE"
"National Centers for Environmental Information","42.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2010-11","ISO_DATE"
"National Centers for Environmental Information","35.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2018-03","ISO_DATE"
"National Centers for Environmental Information","59.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1928-09","ISO_DATE"
"National Centers for Environmental Information","49.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2012-04","ISO_DATE"
"National Centers for Environmental Information","34.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1996-03","ISO_DATE"
"National Centers for Environmental Information","73.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2018-07","ISO_DATE"
"National Centers for Environmental Information","70.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1995-06","ISO_DATE"
"National Centers for Environmental Information","72.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1921-06","ISO_DATE"
"National Centers for Environmental Information","27.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1995-12","ISO_DATE"
"National Centers for Environmental Information","61.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1985-05","ISO_DATE"
"National Centers for Environmental Information","63.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1927-06","ISO_DATE"
"National Centers for Environmental Information","64.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2012-09","ISO_DATE"
"National Centers for Environmental Information","52.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1911-10","ISO_DATE"
"National Centers for Environmental Information","64.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1992-06","ISO_DATE"
"National Centers for Environmental Information","64.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1905-09","ISO_DATE"
"National Centers for Environmental Information","44.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1977-11","ISO_DATE"
"National Centers for Environmental Information","75.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2016-08","ISO_DATE"
"National Centers for Environmental Information","48.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2015-11","ISO_DATE"
"National Centers for Environmental Information","48.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1905-04","ISO_DATE"
"National Centers for Environmental Information","58.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1929-05","ISO_DATE"
"National Centers for Environmental Information","66.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1915-09","ISO_DATE"
"National Centers for Environmental Information","68.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1983-06","ISO_DATE"
"National Centers for Environmental Information","68.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1975-06","ISO_DATE"
"National Centers for Environmental Information","63.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1969-09","ISO_DATE"
"National Centers for Environmental Information","68.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2015-09","ISO_DATE"
"National Centers for Environmental Information","72.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1929-07","ISO_DATE"
"National Centers for Environmental Information","44.20000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1975-04","ISO_DATE"
"National Centers for Environmental Information","69.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1962-07","ISO_DATE"
"National Centers for Environmental Information","58.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1923-05","ISO_DATE"
"National Centers for Environmental Information","26.00000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1962-01","ISO_DATE"
"National Centers for Environmental Information","39.80000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1962-11","ISO_DATE"
"National Centers for Environmental Information","29.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1938-01","ISO_DATE"
"National Centers for Environmental Information","65.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2011-09","ISO_DATE"
"National Centers for Environmental Information","23.30000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1895-01","ISO_DATE"
"National Centers for Environmental Information","71.10000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1895-08","ISO_DATE"
"National Centers for Environmental Information","44.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1904-04","ISO_DATE"
"National Centers for Environmental Information","57.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1960-05","ISO_DATE"
"National Centers for Environmental Information","35.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1951-11","ISO_DATE"
"National Centers for Environmental Information","63.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1991-09","ISO_DATE"
"National Centers for Environmental Information","54.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1991-10","ISO_DATE"
"National Centers for Environmental Information","57.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1910-05","ISO_DATE"
"National Centers for Environmental Information","70.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1942-06","ISO_DATE"
"National Centers for Environmental Information","63.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1942-09","ISO_DATE"
"National Centers for Environmental Information","60.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1974-09","ISO_DATE"
"National Centers for Environmental Information","54.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2005-10","ISO_DATE"
"National Centers for Environmental Information","22.60000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1958-12","ISO_DATE"
"National Centers for Environmental Information","71.50000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","2005-06","ISO_DATE"
"National Centers for Environmental Information","69.70000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1941-06","ISO_DATE"
"National Centers for Environmental Information","32.40000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1900-03","ISO_DATE"
"National Centers for Environmental Information","50.90000000000","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Temperature MA Split By FIPS","1958-04","ISO_DATE"
